user,profession,tweet
@BillGates,Businessman,"I’m a big fan of the MIT @techreview's annual list of breakthrough technologies — so when they asked me to choose this year’s list, I jumped at the chance."
@BillGates,Businessman,"Since 2002, the @GlobalFund and its partners have saved 27 million lives. This shows what’s possible when we act on the idea that all of us have a stake in the health and well-being of the poorest"
@BillGates,Businessman,"If you believe every student should have a chance to learn how to code, nominate your favorite teacher for a @codeorg scholarship"
@BillGates,Businessman,Electricity accounts for just 25% of greenhouse gas emissions. We need breakthroughs in five key areas to prevent the worst climate-change scenarios
@BillGates,Businessman,"At a time when bad news seems to dominate the headlines every day, I want to keep reminding people that life is getting better for millions in the world’s poorest countries, thanks in part to smart investments in health."
@BillGates,Businessman,Energy innovation is the best investment we can make to prevent the worst effects of climate change. @btenergy just released a new report with @ErnestMoniz and  @DanielYergin outlining near-term actions to bring more clean energy technologies to market.
@BillGates,Businessman,One billion people don’t have an official proof of identity. One of India’s leading technology entrepreneurs is working to change that
@BillGates,Businessman,"I look at a lot of global health data, and one trend stands above the rest: Global health groups like @gavi,@GlobalFund,GPEI and @theGFF are some of the best investments the world can make."
@BillGates,Businessman,"Global health organizations are the best investments that Melinda and I have ever made. I look forward to continue working with you to advocate for health financing, @DrTedros"
@BillGates,Businessman,I saw two positive trends in Alzheimer’s research in 2018: fresh ideas and better data. Here’s how we can make even more progress in 2019.
@BillGates,Businessman,"If we’re going to win the fight against poverty, we have to be able to reach the world’s poorest people. Drones could be a powerful tool in reaching the last mile."
@BillGates,Businessman,"The world needs energy breakthroughs that improve people’s lives without contributing to climate change. As @IEA highlights in its latest report, governments have an incredible opportunity to shape the future of energy."
@BillGates,Businessman,"When you hear the word “robot,” what comes to mind? At Harvard, I saw some surprising inventions that challenge our popular images of robots"
@BillGates,Businessman,There's no question that it was a tough year for a lot of people. But @NickKristof makes a convincing case for why 2018 was actually the best year in human history.
@BillGates,Businessman,I recently visited @Harvard to learn more about robotics research. It was exciting to speak with the many young people drawn to this rapidly growing field.
@BillGates,Businessman,"When I was in my 20s, my year in review would amount to just one question: Is Microsoft software making the personal-computing dream come true? These are the questions I’m asking myself today"
@BillGates,Businessman,"Although I’ve never been one for New Year’s resolutions, I’m making one for 2019: I’m committing to learn and think more about the balance between privacy and security, as well as the use of technology in education."
@BillGates,Businessman,The good news is that there has been progress toward a vaccine that would protect you from every possible strain of the flu. But the world still needs to develop a global system for responding to epidemics.
@BillGates,Businessman,"Just over a year ago, I made my first investment in Alzheimer’s research. I’m hopeful that we can make a lot of progress in the coming years."
@BillGates,Businessman,"Almost a decade ago, I predicted that the world would soon be polio free. But we had more polio cases in 2018 than in 2017. Even so, I remain optimistic that we could eradicate polio soon."
@BillGates,Businessman,"New report from @TheAEIC shows the importance of federal investments in R&D to developing cleaner energy technologies like advanced nuclear, energy storage, and carbon capture."
@BillGates,Businessman,"I am an optimist. For me that means that I’m inspired to look for people making progress, and to help spread that progress as widely as possible. Here are some of those areas."
@BillGates,Businessman,"I often talk about how much progress we’ve made in health and energy. Turns out, the same thing can be said about innovation in sports"
@BillGates,Businessman,"Melinda explains why the next great programmer won’t look anything like me (which is good for them, and for the world)."
@BillGates,Businessman,Brilliant engineers and scientists around the world are working hard to get the next generation of toilets off the ground. 
@BillGates,Businessman,"One of my favorite authors, @sapinker, sums up why history is an imperfect guide for progress: “If history is about all the wars, all the disasters, you’re missing all this incremental improvement that can only be ascertained through data.”"
@BillGates,Businessman,"Considering the impact Silicon Valley has on our lives, I’m surprised how rarely pop culture gets it right. "
@BillGates,Businessman,"Whenever I travel for the foundation, the farmers I meet talk about one thing that holds them back: they can’t save their money. @myAgroFarms is one of the companies working on creative solutions to this problem."
@BillGates,Businessman,Climate change may be the toughest problem humanity has ever faced — but it's solvable. Washington has a unique opportunity to lead the way as a hub for innovation on clean energy. I urge you to vote yes on 1631. Ballots must be in the mail by Tuesday.
@BillGates,Businessman,"I’m at @Stanford today to talk about energy innovation. To prevent the worst effects of climate change, we need to get to zero net greenhouse gas emissions in every sector of the economy within 50 years. Here’s how we can do it"
@BillGates,Businessman,"Technology is not an end in itself. What matters is how we use it to enhance people’s opportunities.  As @melindagates writes in @CNN, that’s where the magic happens."
@BillGates,Businessman,Rwanda’s health system has become a model for other nations to follow. The country’s example should inspire all leaders to renew their commitments to primary health care.
@BillGates,Businessman,"Over the next year, I will be writing a lot about the effort to stop climate change. If you’re interested in a first look at what I’m reading and learning, join the Gates Notes community"
@BillGates,Businessman,Creativity is how the younger generations will solve the world’s toughest problems. What will you create?
@BillGates,Businessman,Data can help farmers improve their yields and increase their incomes. A team of amazing researchers has developed a series of innovations that might one day put -changing information in the hands of even the poorest farmers:
@BillGates,Businessman,"Innovation can happen anywhere. In @TheEconomist, I argue that the best way to guarantee that everyone benefits from the next great idea is to maintain strong ties around the world. #OpenFuture"
@BillGates,Businessman,"If we focus on diagnostics, data-sharing, and bold innovation, we can drastically reduce the impact of Alzheimer’s — and we need your help. As @mariashriver says, “big thinkers are welcomed to this fight.” #WorldAlzheimersDay"
@BillGates,Businessman,"Next week, the United Nations General Assembly will host a high-level meeting on a huge global problem: tuberculosis. This meeting is an important opportunity to catalyze action on a disease for which progress has been too slow."
@BillGates,Businessman,"To have inclusive innovation, companies need to have diverse teams. That’s why I’m excited about @melindagates’s recent work on increasing pathways for women of color to enter tech."
@BillGates,Businessman,"The Academy for Software Engineering, a public high school in New York, is using computer science concepts to inspire the next generation of innovators"
@BillGates,Businessman,"A good report from @mitenergy on developing advanced nuclear reactors that are safe, nearly waste-free, and can help us fight climate change."
@BillGates,Businessman,Computer science changed the course of my life. I recently visited a public high school that hopes to do the same thing for young people in New York
@BillGates,Businessman,I’m excited that our foundation is partnering with networks of schools. Here’s a short video explaining how we’re working to address gaps in opportunity and achievement between students.
@BillGates,Businessman,Scientists announced last week that they have finally cracked the wheat genome. This is incredibly exciting news — and could have a positive impact on global food security
@BillGates,Businessman,"Unlike the goods that powered our economy in the past, software is an intangible asset -- “something you can’t touch.” And it’s not the only example: data, insurance, e-books, even movies work in similar ways."
@BillGates,Businessman,"Nelson Mandela was tireless in his pursuit of equality and justice for all. As we celebrate #Mandela100, let’s resolve to do everything we can to create the world he dreamed of. #MandelaDay"
@BillGates,Businessman,I'm excited to share that my next investment in Alzheimer’s research is in a new fund from  @TheADDF called Diagnostics Accelerator. I’m joining Leonard Lauder and other philanthropists in committing over $30M to develop a new way to diagnose Alzheimer’s.
@BarackObama,Politician,"Toni Morrison was a national treasure, as good a storyteller, as captivating, in person as she was on the page. Her writing was a beautiful, meaningful challenge to our conscience and our moral imagination. What a gift to breathe the same air as her, if only for a while."
@BarackObama,Politician,"Until all of us stand up and insist on holding public officials accountable for changing our gun laws, these tragedies will keep happening"
@BarackObama,Politician,"The families of our wounded warriors don't often get a lot of fanfare, but they're serving and sacrificing right alongside their loved ones. We all owe a debt to them, too, and Fisher House is always making sure we're serving those who serve us."
@BarackObama,Politician,Recent court decisions make it clear that the change we need to restore our democracy has to come from the ground up. @Allontheline’s work to ensure an accurate census count and achieve fair maps in 2021 has never been more important. Join us today
@BarackObama,Politician,"Here’s a worthwhile Sunday read: “…nothing should temper partisanship more than an awareness that somewhere, on some issue, people with whom you disagree are telling a story that you really need to hear.”"
@BarackObama,Politician,"I’ve always been proud of what this team accomplished during my administration. But more than what we did, I’m proud of how they’re continuing to fight for an America that’s better."
@BarackObama,Politician,"Economist Raj Chetty is not only identifying the decline in opportunity we’ve seen in recent decades—but trying to reverse it. Inequality, like many problems we face, is as vast as it is complex. But this article left me a little more hopeful"
@BarackObama,Politician,Here are a couple of articles backed by new research that are worth taking a look at: A new study on the Medicaid expansion my administration fought for under the Affordable Care Act—and how these policy decisions affect lives in real terms
@BarackObama,Politician,"In America, we don’t fear the future, we embrace it. 50 years ago, that spirit took us to the moon. Today, it’s embodied by people like Tiffany Davis. She’s a young rocket scientist who is helping us explore the next frontier, wherever that might take us."
@BarackObama,Politician,"#MandelaDay reminds us that when things feel dark, confusing, or impossible—take a look back at his writings. There, we see how a belief in the dignity of every person can be made real, an unwavering hope to steel us along our own long walks toward something better."
@BarackObama,Politician,"I have a good feeling about these Chicago @UrbanAlliance interns. Thanks for letting me spend yesterday afternoon with you—you’re going to go on to do incredible things and make many people proud. In fact, you already have."
@BarackObama,Politician,"The @ObamaFoundation is helping a new generation of leaders make their mark, and there’s an extraordinary group gathering this week for Obama Leaders: Africa. Their work will help unlock the incredible promise of the continent—and make the world better for all of us."
@BarackObama,Politician,Proud to rep America’s best team! Congrats @USWNT and thanks for being such a strong inspiration for women and girls—and everybody—all across the country.
@BarackObama,Politician,"Happy Fourth of July, everybody! This is always a great day in the Obama family: a chance to celebrate America—and Malia’s birthday, too. Hope all of you are able to get some time with friends, family, and fireworks."
@BarackObama,Politician,No one changes the world alone. That’s why the @ObamaFoundation is connecting emerging leaders from South Africa to Singapore to the South Side of Chicago—so they can change the world together. 
@BarackObama,Politician,"The most important job in our democracy is citizen. If you’re tired of politicians manipulating maps and ignoring the will of voters, I hope you’ll sign @allontheline’s Citizen Commitment today"
@BarackObama,Politician,"50 years ago, history was written at the Stonewall Inn when New York's LGBT community stood up, spoke out, and started a movement. In 2016 I was proud to designate it as a national monument—a reminder the arc of our history is an arc of progress as long as we keep pushing for it."
@BarackObama,Politician,"Now we’re talking! Congrats to Team USA for moving on, and thanks for continuing to make us all proud. #USA"
@BarackObama,Politician,"On Juneteenth, we celebrate our capacity to make real the promise of our founding, that thing inside each of us that says America is not yet finished, that compels all of us to fight for justice and equality until this country we love more closely aligns with our highest ideals."
@BarackObama,Politician,"Outside the Oval Office, I kept a painting of a small crowd huddled around a pocketwatch, waiting for the moment the Emancipation Proclamation took effect. On Juneteenth, we celebrate the anniversary of that news - freedom - reaching slaves in Texas. "
@BarackObama,Politician,"The @USWNT is something to smile about. It was great to celebrate with them back in 2015 and I'm excited to root them on in their drive to earn their fourth star. Best of luck to these champions for equality, on and off the field. #OneNationOneTeam"
@BarackObama,Politician,"Six years ago, David Ortiz's spirit and resolve helped us all begin to heal from the Boston Marathon bombing. Today, I want to join many others in wishing him a speedy recovery of his own. Get well soon, Papi."
@BarackObama,Politician,"Last week, it was Virginia Beach. But day after day and year after year, too many families and communities are shattered by senseless gun violence. We can't get numb to this. On National Gun Violence Awareness Day, pledge to speak out, #WearOrange"
@BarackObama,Politician,What a life. American history has always been driven by visionaries like Leah Chase—and all the men and women who worked and ate at Dooky Chase’s over the years—folks who serve up progress one bowl of gumbo at a time. 
@BarackObama,Politician,"Exciting to see the faces of Colombia's future at an @ObamaFoundation roundtable with young leaders in Bogotá. Their creativity, their compassion, and their drive to improve their country are promising signs of what's to come."
@BarackObama,Politician,"On Memorial Day, we remember all those who gave everything for something greater than themselves. It's up to us to not simply reflect on their sacrifice but to honor it with service of our own—and by living out the values they fought for."
@BarackObama,Politician,Great to get out there and take a few cuts at the plate yesterday—I had a blast with all these extraordinary young people. Thanks for letting me drop in and thanks to the Nationals Youth Academy for the outstanding work you do to support youth in DC.
@BarackObama,Politician,"Happy Mother's Day to the most caring, brilliant, funny, and grounded woman I know—a perfect role model not just for our daughters, but so many others.Love you, @MichelleObama."
@BarackObama,Politician,"As part of the @ObamaFoundation, moms like Dr. Mwansa Ketty Lubeya are answering the call for change—and raising the next generation of leaders while they’re at it."
@BarackObama,Politician,"Condolences to the family of John Singleton. His seminal work, Boyz n the Hood, remains one of the most searing, loving portrayals of the challenges facing inner-city youth. He opened doors for filmmakers of color to tell powerful stories that have been too often ignored."
@BarackObama,Politician,"For thirty-six years, Richard Lugar proved that pragmatism and decency work—not only in Washington but all over the world. Michelle and I send our warmest sympathies to his family and all those who had the privilege of knowing this American statesman"
@BarackObama,Politician,"This generation of climate activists is tired of inaction, and they've caught the attention of leaders all over the world. So while this challenge is only getting more urgent, they show us the kind of action it'll take to meet this moment."
@BarackObama,Politician,"Young people all over the world are leading the way in the fight to protect our planet because they know their future depends on it. This Earth Day, I want to celebrate the courageous, committed young leaders who are stepping up to save the one planet we've got."
@BarackObama,Politician,"The attacks on tourists and Easter worshippers in Sri Lanka are an attack on humanity. On a day devoted to love, redemption, and renewal, we pray for the victims and stand with the people of Sri Lanka."
@BarackObama,Politician,"In just a few minutes, I’m taking the stage at the @ObamaFoundation. Town Hall Europe for a conversation about how to best support civic leaders carrying out good work across the continent"
@BarackObama,Politician,"Great to see Chicago’s historic mayoral race between two highly qualified candidates. Congrats to our next mayor, Lori Lightfoot—and Toni Preckwinkle campaigned hard and did us proud. I know that with our city’s heart and Lori’s leadership, Chicago’s best days are still ahead."
@BarackObama,Politician,"The Crew Dragon’s been on quite a ride since I last saw it—congrats to @NASA and  @SpaceX on a successful return! We invested in the  @Commercial_Crew program to strengthen the U.S. space program for the long haul, and it’s great to see that happening."
@BarackObama,Politician,"@BarbeAlice is helping refugees resettle into welcoming communities in France, offering them job training and language immersion, as well as a place to stay. More importantly, she’s fighting a narrative that suggests our differences are more important than our shared humanity."
@BarackObama,Politician,"On International Women’s Day, I’m reflecting on the future we all want for our daughters: one where they can live out their aspirations without limits. And I’m celebrating some of the women who are building that future for all of us today."
@BarackObama,Politician,It’s up to all of us as citizens to make sure that the rules of democracy are fair—everywhere—because the next decade of our nation's progress is on the line.
@BarackObama,Politician,"In the year since their friends were killed, the students of Parkland refused to settle for the way things are and marched, organized, and pushed for the way things should be - helping pass meaningful new gun violence laws in states across the country. I'm proud of all of them."
@BarackObama,Politician,"We lost two great Americans today – Frank Robinson and John Dingell – citizens who inspired me and so many others by leading on the civil rights issues of our time, opening doors to others, and leaving it all on the field."
@BarackObama,Politician,I’ve always drawn inspiration from what Dr. King called life’s most persistent and urgent question: "What are you doing for others?" Let’s honor his legacy by standing up for what is right in our communities and taking steps to make a positive impact on the world.
@BarackObama,Politician,"As the year winds down and we look toward 2019, I’m asking you to make a commitment: find something you want to change in your community and take the first step toward changing it. If you need some inspiration, take a look at some of the young leaders who inspired me this year."
@BarackObama,Politician,"As 2018 draws to a close, I’m continuing the tradition of sharing my year-end lists. It gives me a moment to reflect on the year through the books, movies, and music that I found most thought-provoking, inspiring, or just plain loved. "
@BarackObama,Politician,Today is the last day of open enrollment. That means it’s the deadline to make sure you and the people you love have health insurance in 2019. So head over to http://HealthCare.gov to get covered! 
@BarackObama,Politician,"As Bobby Kennedy taught us, the thing about hope is that it travels through space *and* time, first splashing against the rocks, but eventually breaking down the walls of cruelty and injustice. And if we do our best with the time we’re given, others will take hope in our example."
@BarackObama,Politician,"America has lost a patriot and humble servant in George Herbert Walker Bush. While our hearts are heavy today, they are also filled with gratitude. Our thoughts are with the entire Bush family tonight "
@BarackObama,Politician,"I am grateful for the next generation of leaders -- the young people who are tolerant, creative, idealistic and doing the work to create the world as it should be. Who understand that hope requires action. From the Obama family to yours, Happy Thanksgiving."
@BarackObama,Politician,"Michelle and I are heartbroken for everybody who’s lost so much in California, and grateful for the heroism of the firefighters who’ve been risking their lives around the clock to save others. "
@BarackObama,Politician,"To all our veterans and your families: thank you. There's no tribute that can truly match the magnitude of your service and sacrifice. But all of us can do our best to live up to the American values of service, responsibility, generosity, and citizenship that you helped defend."
@BarackObama,Politician,"When you vote, you have the power to make it easier for a student to afford college, and harder for a disturbed person to shoot up a classroom. When you vote, you have the power to make sure a family keeps its health insurance."
@BarackObama,Politician,"When you vote, you have the power to protect voting rights. To make sure our criminal justice system treats everyone equally under the law. To strengthen laws that protect women in the workplace from harassment – and make sure they’re paid equally."
@BarackObama,Politician,"When we've been at such crossroads before, Americans have made the right choice. Not because we sat back and waited for history to happen -- but because we marched, and mobilized, and voted. We made history happen."
@BarackObama,Politician,Tomorrow’s elections might be the most important of our lifetimes. The health care of millions is on the ballot. Making sure working families get a fair shake is on the ballot. The character of our country is on the ballot.
@BarackObama,Politician,"While we're talking about preexisting conditions, the ACA is the law that finally protected your coverage for preexisting conditions.Those protections and your health care are absolutely at stake on Tuesday. Vote for Democrats who’ll protect them."
@BarackObama,Politician,"We grieve for the Americans murdered in Pittsburgh. All of us have to fight the rise of anti-Semitism and hateful rhetoric against those who look, love, or pray differently. And we have to stop making it so easy for those who want to harm the innocent to get their hands on a gun."
@BarackObama,Politician,"Today, I’m proud to endorse even more Democratic candidates who aren’t just running against something, but for something—to expand opportunity for all of us and to restore dignity, honor, and compassion to public service."
@BarackObama,Politician,"From civil servants to organizers, the young people I met in Amsterdam today are doing the hard work of change. And they keep at it for their communities, their countries, and the collective future of Europe and the world. Keep up the good work."
@BarackObama,Politician,"The antidote to government by a powerful few is government by the organized, energized many. This National Voter Registration Day, make sure you're registered, vote early if you can, or show up on November 6. This moment is too important to sit out."
@BarackObama,Politician,"We will always remember everyone we lost on 9/11, thank the first responders who keep us safe, and honor all who defend our country and the ideals that bind us together. There's nothing our resilience and resolve can’t overcome, and no act of terror can ever change who we are."
@BarackObama,Politician,"Bobby Kennedy was one of my heroes. He was someone who showed us the power of acting on our ideals, the idea that any of us can be one of the “million different centers of energy and daring” that ultimately combine to change the world for the better."
@BarackObama,Politician,"Today I’m proud to endorse such a wide and impressive array of Democratic candidates – leaders as diverse, patriotic, and big-hearted as the America they’re running to represent"
@BarackObama,Politician,"Mandela Day is about taking action to change the world for the better. In these young people, I see Madiba's example of persistence and hope. They are poised to make this world more peaceful, more prosperous, and more just."
@BarackObama,Politician,"Congratulations to the @Capitals! This @NHLBlackhawks fan knows what it’s like to lift that cup – and I’m happy for all the Caps fans who cheer so hard for their team, and for a team that celebrates so hard with its fans."
@BarackObama,Politician,"This National Gun Violence Awareness Day, show your commitment to keeping our kids safe from gun violence. Then, for everyone we’ve lost, take action to change our leadership and our laws until they reflect that commitment - no matter how long it takes."
@BarackObama,Politician,"We can never truly repay the debt we owe our fallen heroes. But we can remember them, honor their sacrifice, and affirm in our own lives those enduring ideals of justice, equality, and opportunity for which generations of Americans have given that last full measure of devotion."
@BarackObama,Politician,This Center is for the leaders of tomorrow who are ready to step up and build the world as it should be. Michelle and I are grateful to Chicagoans and the Chicago City Council for making it happen.
@BarackObama,Politician,There are few issues more important to the security of the US than the potential spread of nuclear weapons or the potential for even more destructive war in the Middle East. Today’s decision to put the JCPOA at risk is a serious mistake.
@BarackObama,Politician,"Our most important task as a nation is to make sure all our young people can achieve their dreams. We’ve started this work with @MBK_Alliance, but there’s so much more all of us have to do—government, private sector, academia & community leaders—to change the odds for our kids."
@BarackObama,Politician,"I got my start holding community meetings in Chicago, so it was fun to be home for one tonight. Michelle and I want the world to come together on the South Side at a place built with local ideas, values, and hopes."
@BarackObama,Politician,"Young people have helped lead all our great movements. How inspiring to see it again in so many smart, fearless students standing up for their right to be safe; marching and organizing to remake the world as it should be. We've been waiting for you. And we've got your backs."
@BarackObama,Politician,"We are grieving with Parkland. But we are not powerless. Caring for our kids is our first job. And until we can honestly say that we're doing enough to keep them safe from harm, including long overdue, common-sense gun safety laws that most Americans want, then we have to change."
@BarackObama,Politician,"All across America people chose to get involved, get engaged and stand up. Each of us can make a difference, and all of us ought to try. So go keep changing the world in 2018."
@BarackObama,Politician,"As we count down to the new year, we get to reflect and prepare for what’s ahead. For all the bad news that seemed to dominate our collective consciousness, there are countless stories from this year that remind us what's best about America."
@BarackObama,Politician,Tonight the ex-Presidents are getting together in Texas to support all our fellow Americans rebuilding from this year’s hurricanes. 
@BarackObama,Politician,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal."
@BarackObama,Politician,"Prosecutor, soldier, family man, citizen. Beau made us want to be better."
@BarackObama,Politician,"To target hopeful young strivers who grew up here is wrong, because they’ve done nothing wrong."
@BarackObama,Politician,"""No one is born hating another person because of the color of his skin or his background or his religion..."""
@BarackObama,Politician,"John McCain is an American hero & one of the bravest fighters I've ever known. Cancer doesn't know what it's up against. Give it hell, John."
@BarackObama,Politician,Health care has always been about something bigger than politics: it's about the character of our country.
@BarackObama,Politician,My heart goes out to the victims and their families in London. No act of terror can shake the strength and resilience of our British ally.
@BarackObama,Politician,The landmark #ParisAgreement enters into force today—we must keep up the momentum
@BarackObama,Politician,"The economy added 161,000 jobs in October, and wages are up 2.8 percent over the past year."
@BarackObama,Politician,Tens of millions of Americans have benefited from #Obamacare. Make sure you're one of them. #GetCovered
@BarackObama,Politician,Denying climate change is dangerous. 
@BarackObama,Politician,Senate leaders are blocking the Supreme Court nomination for their own political gain—don't be silent
@BarackObama,Politician,"Senate leaders have undercut the functionality of the Supreme Court, and that's unacceptable."
@BarackObama,Politician,"Last week, more than 190 countries reached a landmark deal to reduce carbon pollution from aviation. "
@BarackObama,Politician,"The economy added 156,000 jobs in September—extending the longest streak of total job growth on record."
@BarackObama,Politician,The cost of clean energy technology dropped significantly over the last eight years.
@BarackObama,Politician,Wildfires in the next few decades could be "unrecognizable" to previous generations—because of climate change
@BarackObama,Politician,The uninsured rate is the lowest it's been in decades
@BarackObama,Politician,"We've come a long way, but the fight for fairness and an economy that works for everyone continues"
@BarackObama,Politician,Senate leaders have blocked Judge Garland's hearing for over six months now
@BarackObama,Politician,This Center is for the leaders of tomorrow who are ready to step up and build the world as it should be. Michelle and I are grateful to Chicagoans and the Chicago City Council for making it happen.
@BarackObama,Politician,"Prosecutor, soldier, family man, citizen. Beau made us want to be better."
@BarackObama,Politician,Recent court decisions make it clear that the change we need to restore our democracy has to come from the ground up. @Allontheline’s work to ensure an accurate census count and achieve fair maps in 2021 has never been more important. Join us today
@BarackObama,Politician,"Mandela Day is about taking action to change the world for the better. In these young people, I see Madiba's example of persistence and hope. They are poised to make this world more peaceful, more prosperous, and more just."
@BonJovi,Singer/Musician,"Ooh, she’s a little runaway Watch the full performance of Runaway from our show in #Sønderborg + more #THINFStour"
@BonJovi,Singer/Musician,Our final tour diary featuring Bucharest & Tel Aviv what city have you seen us or want to see us in?? Next up for us is South America! 
@BonJovi,Singer/Musician,We Weren’t Born To Follow live from Sønderborg. Watch the full performance
@BonJovi,Singer/Musician,Tour Diary #10 - Vienna & Klagenfurt! Who was there??
@BonJovi,Singer/Musician,There ain't no brakes on this Lost Highway watch the full performance
@BonJovi,Singer/Musician,"Life ain’t a merry-go-round, it’s a #RollerCoaster "
@BonJovi,Singer/Musician,And that’s a wrap! This leg of the 2019 This House Is Not For Sale Tour is done. Thank you for a great night
@BonJovi,Singer/Musician,"Tour diary #8, featuring Madrid & Zurich! As we near the end of our tour through Europe (and beyond), we want to send out a huge thank you to everyone who joined us and helped us make so many #bonjovimemories."
@BonJovi,Singer/Musician,"It’s been an incredible tour thus far Zurich, are you ready to rock with us tonight?! "
@BonJovi,Singer/Musician,We are excited to have local heroes Marea opening up our sold out show on July 7th at Wanda Metropolitano Stadium
@BonJovi,Singer/Musician,We’ve been having a blast on tour! Keep sharing your favorite #BonJoviMemories with us for a chance to be on the big screen
@BonJovi,Singer/Musician,Crush was released #onthisday in 2000! what are your favorite songs or memories from the album?
@BonJovi,Singer/Musician,"“Every time we play ‘Livin’ on a Prayer’, I am high on life and everything seems right.” What are your favorite Bon Jovi memories? Post yours using #BonJoviMemories and you can make it onto the big screen as we tour through Europe"
@BonJovi,Singer/Musician,35 years worth of memories…we can’t give everything away!
@BonJovi,Singer/Musician,We want you to be part of our 2019 tour! Submit your favorite Bon Jovi memories using #bonjovimemories for a chance to be on the big screen at our concerts 
@BonJovi,Singer/Musician,Just a little over a month until we’re back on the road! Are you ready??
@BonJovi,Singer/Musician,"On this day last year, we were inducted into the Rock & Roll Hall of Fame what a year!"
@BonJovi,Singer/Musician,"I'll be there for you, these five words I swear to you"
@BonJovi,Singer/Musician,Now that’s some great latte art!
@BonJovi,Singer/Musician,There are many surprises awaiting you on the journey
@BonJovi,Singer/Musician,"When the world gets in my face...I say, #HaveANiceDay full performance"
@BonJovi,Singer/Musician,"We weren’t born to follow, you gotta stand up for what you believe, let me hear you say yeah"
@BonJovi,Singer/Musician,"I finally found my way, said goodbye to yesterday #LostHighway from our 2018 tour is up on our official YouTube channel! "
@BonJovi,Singer/Musician,Happy Friday! A live performance of #LostHighway has been added to our official YouTube channel. 
@BonJovi,Singer/Musician,"We’re ready for you, 2019. Happy New Year!"
@BonJovi,Singer/Musician,Our annual year end sale is now live! Save up to 50% on almost everything in our shop.
@BonJovi,Singer/Musician,Seven days of Saturday is all that I need who agrees?? Watch a live performance of “I’ll Sleep When I’m Dead” from our #THINFStour 
@BonJovi,Singer/Musician,"We’ll be in Tel Aviv on July 25, 2019! Backstage with JBJ members can purchase tickets now using their pre-sale codes. Public on sale begins at 6pm Israel Standard Time"
@BonJovi,Singer/Musician,We just uploaded a live version of "Born To Be My Baby" from the #THINFStour
@BonJovi,Singer/Musician,Last day for free domestic shipping on orders over $100! Get your orders in by December 14 for guaranteed delivery by 12/25 (domestic shipping only)
@BonJovi,Singer/Musician,I’m proud to wear #ThisShirtSavesLives and support kids fighting cancer @StJude. Please join me in the movement and get your shirt
@BonJovi,Singer/Musician,Going to our show tonight in Tokyo?! Don’t forget to post your pics using #THINFStour. 
@BonJovi,Singer/Musician,Raise Your Hands watch the full performance now on
@BonJovi,Singer/Musician,Happy Halloween Anyone out there have a Bon Jovi themed costume?? Let’s see it!
@BonJovi,Singer/Musician,"Just added! Dublin, Ireland on 15 June 2019. #THINFStour"
@BonJovi,Singer/Musician,We’re excited to announce that #THINFStour is heading to Europe in 2019! Head over to http://bonjovi.com for dates and on-sale times. Fan club pre-sales begin October 30.
@BonJovi,Singer/Musician,Have you watched the live performance of #KeepTheFaith yet?? What’s your favorite song we’ve posted so far from the #THINFStour Live series on YouTube?
@BonJovi,Singer/Musician,Who wants to set sail with JBJ?? Join the pre-sale so you don’t miss out on the perks
@BonJovi,Singer/Musician,The #HaveANiceDay album was released on this day in 2005! Watch the full performance of “Who Says You Can’t Go Home” 
@BonJovi,Singer/Musician,New Jersey was released on this day in 1988! The album was #1 on the charts for four consecutive weeks and certified 7x platinum
@BonJovi,Singer/Musician,Start your week off right! A live performance of #BadMedicine is up on
@BonJovi,Singer/Musician,Don't have to end up where you started.Heaven loves the broken hearted.You learn from your mistakes.Bones grow stronger where they break.Who says that scars don't fade
@BonJovi,Singer/Musician,"Don’t take anything personally. Accept both praise and criticism equally, but take neither to heart."
@BonJovi,Singer/Musician,Happy Monday! Ah there’s like hearing the crowd sing along. 
@BonJovi,Singer/Musician,"“I think that’s the beautiful, beautiful, thing about making music and having that connection. Sometimes you feel it, sometimes you look in someone’s eyes and they look in yours, sometimes you feel the rhythm…sometimes that happens and you are gone…” "
@BonJovi,Singer/Musician,"“This book’s not done yet, trust me, the new chapter is very exciting and I look forward to sharing it with you…and your kids”"
@BonJovi,Singer/Musician,Here's your mid-week pick me up! The 4th installment of the #THINFSTour Recap Series is live! Watch the band/crew discuss what road essentials they absolutely need on tour.
@BonJovi,Singer/Musician,Our Backstage with JBJ Fan Club pre-sale for BRISBANE is now live! Please note the venue has changed to SunCorp Stadium.
@BonJovi,Singer/Musician,"The Backstage with JBJ fan club pre-sale tickets and VIP packages is now live for Melbourne, Sydney, and Adelaide! Brisbane’s pre-sale will now begin at 4pm AEST."
@BonJovi,Singer/Musician,Wednesday is finally here and so is another installment of the #THINFSTour Recap Series! This episode the band discusses a very special pre-show ritual.
@BonJovi,Singer/Musician,"The band, the crew, and others discuss their favorite venues... (although we love every venue where there are @BonJovi fans rockin')."
@BonJovi,Singer/Musician,"Who was at our May 17 show in Montreal last week? JBJ with opening band, The Record Breakers!"
@BonJovi,Singer/Musician,It's now or never! The single for "It's My Life" was released #onthisday in 2000.
@BonJovi,Singer/Musician,“We grew up as nobody but we became someone. From the streets of New Jersey to the stages of the world...”
